UNODC;unodc_ddds@un.org;;;;;;;;;
06/06/2022;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Dimension;Category;Sex;Year;Unit of measurement;VALUE;Source
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;619;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;323;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;408;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;604;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;921;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;795;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;666;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;57;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;24;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;29;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;25;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;747;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;1032;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;808;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;660;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;54;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;29;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;22;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;24;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;85;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;38;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;23;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;17;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;778;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;968;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;756;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;735;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;82;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;35;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;25;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;27;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;783;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;1052;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;944;CTS
CHE;Switzerland;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;777;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;41293;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;Counts;31106;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;Counts;4423;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;Counts;5027;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;1307;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;Counts;12483;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;Counts;1343;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;Counts;2379;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;46720;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;31998;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;2184;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;Counts;3125;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;1307;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;12483;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;1343;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;Counts;2379;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;50306;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;34484;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;2225;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;2403;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;1560;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;13621;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;1103;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;2592;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;51778;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;33905;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;2416;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;2487;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;1792;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;13840;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;1116;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;1509;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;50795;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;31898;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;2253;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;2587;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;1862;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;15871;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;1172;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;1514;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;50343;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;32061;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;1963;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;3006;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;1768;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;17919;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;1122;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;1500;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;36365;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;12624;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;940;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;5380;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;8473;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;4567;CTS
COL;Colombia;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;716;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;2603;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;Counts;1275;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;Counts;8207;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;Counts;951;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;292;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;Counts;325;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;Counts;643;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;Counts;39;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;2091;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;1286;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;6909;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;Counts;1154;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;292;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;325;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;643;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;Counts;39;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;1979;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;1120;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;6302;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;1201;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;283;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;336;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;621;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;57;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;1691;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;976;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;5909;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;1254;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;275;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;328;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;615;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;60;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;454;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;252;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;1;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;427;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;320;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;460;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;3;CTS
CZE;Czechia;Europe;Eastern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;510;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;14254;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;5940;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;14520;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;10024;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;11156;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;Counts;4462;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;5814;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;Counts;10024;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;Counts;13538;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;Counts;3169;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;14948;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;10298;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;11648;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;4022;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;5598;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;9943;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;13979;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;2582;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;15771;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;11238;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;13203;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;3790;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;5545;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;11133;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;15906;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;2183;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;15542;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;11062;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;13309;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;3980;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;5737;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;12630;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;12189;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;1977;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;16099;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;11415;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;12860;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;3631;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;6542;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;14969;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;14597;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;2183;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;16009;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;11180;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;12464;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;3378;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;6762;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;15280;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;13540;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;2372;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;16910;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;11049;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;11720;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;3653;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;7280;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;15473;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;12223;CTS
DEU;Germany;Europe;Western Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;2764;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;26;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;0;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;25;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;133;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;17;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;1;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;23;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;106;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;47;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;0;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;40;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;116;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;43;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;0;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;53;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;130;NGO
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;1550;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;1698;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;2205;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;8704;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;1100;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;931;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;4172;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;2403;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;1311;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;195;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;1937;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;6310;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;1115;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;928;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;4786;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;2197;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;1295;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;220;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;2010;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;6094;CTS
ESP;Spain;Europe;Southern Europe;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;1397;CTS
