UNODC;unodc_ddds@un.org;;;;;;;;;
06/06/2022;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Year;VALUE;Source
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;1;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;23;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;106;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;47;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;0;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;40;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;116;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;43;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;0;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;53;NGO
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;130;NGO
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;1550;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;1698;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;2205;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;8704;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;1311;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;195;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;1937;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;6310;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;1295;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;220;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;2010;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;6094;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;1262;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;233;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;2213;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;3936;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;1254;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;207;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;1828;CTS
ESP;Spain;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;2942;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;120;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;253;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;104;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;244;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;130;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;231;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;147;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;211;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;132;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;256;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;154;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;231;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;166;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;248;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;124;CTS
FIN;Finland;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;276;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;75758;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;90608;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;51205;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;98758;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;54442;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;112125;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;56647;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;122752;CTS
FRA;France;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;51335;CTS
GRC;Greece;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;4;CTS
GRC;Greece;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;2;CTS
GRC;Greece;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;1;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;6;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;12518;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;1;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;12913;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;1;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;13234;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;2;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;12589;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;7;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;5;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;0;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;0;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;54;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;45;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;4;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;0;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;1;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;1;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;191;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;1;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;1;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;201;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;3;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;2;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;185;CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;182;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;76;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;1;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;1;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;52;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;55;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;8;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;1;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;32;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;87;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;27;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;8;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;26;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;91;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;20;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;6;CTS
HRV;Croatia;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;31;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;1925;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;2256;CTS
ITA;Italy;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;23665;CTS
ITA;Italy;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;22877;CTS
ITA;Italy;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;23589;CTS
ITA;Italy;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;23931;CTS
ITA;Italy;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;23915;CTS
ITA;Italy;Europe;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;19168;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;4;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;10;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;1;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;7;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;4;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;9;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;13;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;4;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;14;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;5;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;1;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;3;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;0;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;11;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;7;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;3;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;4;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;13;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;5;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;1;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;0;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;13;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;2;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;2;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;2;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;14;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;5;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;4;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;13;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;9;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;5;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;3;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;9;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;24;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;13;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;14;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;14;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;10;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;37;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;9;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;19;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;15;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;7;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;43;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;11;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;39;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;24;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;6;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;21;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;37;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;13;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;9;CTS
LVA;Latvia;Europe;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;15;CTS
MAR;Morocco;Africa;Northern Africa;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;4780;CTS
MAR;Morocco;Africa;Northern Africa;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;1481;CTS
MAR;Morocco;Africa;Northern Africa;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;1259;CTS
MAR;Morocco;Africa;Northern Africa;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;4928;CTS
MCO;Monaco;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;9;CTS
MCO;Monaco;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;26;CTS
MCO;Monaco;Europe;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;19;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2017;1231;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;516;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;5708;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;15049;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;266;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;94;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;2904;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;20283;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2019;8266;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;1035;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;23405;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;10839;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2020;3315;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;209;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;4198;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;9268;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2013;171;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2013;517;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2013;131;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2014;148;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2014;532;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2014;144;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;132;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;548;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;129;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;141;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;766;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;131;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2018;376;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;833;CTS
MMR;Myanmar;Asia;South-eastern Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;229;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2015;14;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;8;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;41;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;6;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;2016;14;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;2;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;30;CTS
