UNODC;unodc_ddds@un.org;;;;;;;;;;
06/06/2022;;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Year;Unit of measurement;VALUE;Source
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;15906;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;2183;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;5737;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;12630;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;12189;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;1977;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;6542;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;14969;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;14597;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;2183;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;6762;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;15280;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;13540;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;2372;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;7280;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;15473;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;12223;CTS
DEU;Germany;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;2764;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;1100;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;931;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;4172;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;2403;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;1115;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;928;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;4786;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;2197;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;1397;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;1200;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;5842;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;2629;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;1413;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;1373;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;6347;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;1672;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;1531;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;1326;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;4941;CTS
ESP;Spain;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;1442;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;185;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2013;Counts;1752;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;200;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2014;Counts;1792;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;231;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;2172;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;261;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;2466;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;199;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;2635;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;252;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;3059;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;319;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;3450;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;315;CTS
FIN;Finland;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;3514;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;8010;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;24082;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;27169;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;8909;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;10431;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;32743;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;12265;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;36617;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;14191;CTS
FRA;France;Europe;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;36288;CTS
GRC;Greece;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;4;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;31;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;25;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;12;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;11;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;5;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;3;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;0;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;69;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;199;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;10;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;2;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;241;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;14;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;13;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;365;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;198;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;101;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;11;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;161;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;289;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;192;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;34;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;260;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;257;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;144;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;40;CTS
HRV;Croatia;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;105;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2013;Counts;179;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2014;Counts;239;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;190;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;210;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;91;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;5;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;204;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;158;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;92;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;6;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;95;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;94;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;44;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;1;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;114;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;83;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;38;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;0;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;154;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;147;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;57;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;3596;CTS
ITA;Italy;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;3547;CTS
ITA;Italy;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;4104;CTS
ITA;Italy;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;4368;CTS
ITA;Italy;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;4374;CTS
ITA;Italy;Europe;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;4097;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;10;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;163;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;45;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;17;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;144;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;58;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;47;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;347;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;256;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;31;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;296;CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;158;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;1;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;15;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;41;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;1;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;3;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;31;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;3;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;42;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;2;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;1;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;48;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2015;Counts;19;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2015;Counts;61;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2015;Counts;44;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2015;Counts;19;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;28;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;64;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;25;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;8;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;34;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;60;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;25;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;3;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;32;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;49;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;11;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;4;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;38;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;58;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;27;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;39;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;24;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;32;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;19;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;22;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2016;Counts;5;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2016;Counts;20;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2016;Counts;31;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2016;Counts;11;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2017;Counts;18;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2017;Counts;50;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2017;Counts;35;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2017;Counts;17;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2018;Counts;56;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2018;Counts;38;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2018;Counts;7;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2018;Counts;25;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2019;Counts;47;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2019;Counts;29;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2019;Counts;18;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2019;Counts;25;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;51;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;32;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;2020;Counts;3;CTS
LVA;Latvia;Europe;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;2020;Counts;16;CTS
MAR;Morocco;Africa;Northern Africa;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;2020;Counts;14;CTS
MAR;Morocco;Africa;Northern Africa;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;2020;Counts;512;CTS
