UNODC;unodc_ddds@un.org;;;;;;;;
27/03/2023;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Sex;Year;Unit of measurement;VALUE;Source
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Female;2018;Counts;19;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;2;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;0;CTS
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Female;2018;Counts;4;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Female;2018;Counts;1;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;194;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
OMN;Oman;Asia;Western Asia;Victims of intentional homicide;Female;2018;Counts;0;CTS
PAN;Panama;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;3;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Female;2018;Counts;2;CTS
PRI;Puerto Rico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;2;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;28;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;0;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Female;2018;Counts;1;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;1;NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Female;2018;Counts;14;CTS
URY;Uruguay;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;1;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Female;2018;Counts;121;CTS/NSO
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;1;NGO/CTS
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;13;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;10;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Female;2019;Counts;0;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2019;Counts;0;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;GSH 2023 Revision/CTS
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;2;CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;12;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
BTN;Bhutan;Asia;Southern Asia;Victims of intentional homicide;Female;2019;Counts;0;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2019;Counts;1;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2019;Counts;0;GSH 2023 Revision/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;4;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;67;GSH 2023 Revision
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2019;Counts;4;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;5;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;8;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;2;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Female;2019;Counts;5;CTS/MoI
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2019;Counts;0;GSH 2023 Revision/CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;1;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2019;Counts;1;GSH 2023 Revision/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;4;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Female;2019;Counts;38;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;185;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Female;2019;Counts;3;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;16;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;1;GSH 2023 Revision/CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Female;2019;Counts;0;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;1;NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;23;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Female;2019;Counts;136;CTS/NSO
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;NGO/CTS
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;0;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;12;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Female;2020;Counts;3;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;2;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;GSH 2023 Revision/CTS
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;MoI/CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
BRA;Brazil;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;435;DATASUS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
BTN;Bhutan;Asia;Southern Asia;Victims of intentional homicide;Female;2020;Counts;0;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2020;Counts;4;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;0;GSH 2023 Revision/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;6;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;42;GSH 2023 Revision
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;2;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;1;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;6;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;9;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;1;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;3;CTS/MoI
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;0;GSH 2023 Revision/CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;1;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2020;Counts;0;GSH 2023 Revision/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;3;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Female;2020;Counts;25;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;1;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;171;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Female;2020;Counts;2;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
RUS;Russian Federation;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;18;CTS/GSH 2023 Revision
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;4;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;1;GSH 2023 Revision/CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;0;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;4;NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Female;2020;Counts;13;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Female;2020;Counts;147;CTS/NSO
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;NGO/CTS
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;10;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;1;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;GSH 2023 Revision/CTS
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;MoI/CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;8;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2021;Counts;5;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;0;GSH 2023 Revision/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;4;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;38;GSH 2023 Revision
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;3;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;4;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;7;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;4;CTS/MoI
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;0;GSH 2023 Revision/CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;1;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2021;Counts;0;GSH 2023 Revision/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;7;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;185;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
RUS;Russian Federation;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;25;CTS/GSH 2023 Revision
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;4;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;18;GSH 2023 Revision/CTS
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Female;2021;Counts;9;CTS
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;NGO/CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2012;Counts;7;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2012;Counts;2;GSH 2023 Revision/CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2012;Counts;17;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2012;Counts;0;GSH 2023 Revision/CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2012;Counts;212;GSH 2023 Revision/CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2012;Counts;0;GSH 2023 Revision/CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2012;Counts;1;GSH 2023 Revision/CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Female;2012;Counts;1,008264463;GSH 2023 Revision
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2013;Counts;4;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2013;Counts;2;GSH 2023 Revision/CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2013;Counts;17;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2013;Counts;1;GSH 2023 Revision/CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2013;Counts;190;GSH 2023 Revision/CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2013;Counts;6;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2013;Counts;21;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2013;Counts;1;CTS
FIN;Finland;Europe;Northern Europe;Victims of intentional homicide;Female;2013;Counts;0;CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2013;Counts;0;GSH 2023 Revision/CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2013;Counts;2;GSH 2023 Revision/CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2013;Counts;64;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Female;2013;Counts;9;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Female;2013;Counts;0;GSH 2023 Revision/CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;7;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2013;Counts;22;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Female;2013;Counts;51;CTS
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Female;2013;Counts;14;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2013;Counts;2;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Female;2013;Counts;12;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2013;Counts;6;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2013;Counts;1;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;2,969072165;GSH 2023 Revision
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;4;CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;0;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Female;2013;Counts;324;CTS/NSO
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Female;2014;Counts;7;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2014;Counts;3;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2014;Counts;3;GSH 2023 Revision/CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2014;Counts;8;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2014;Counts;1;GSH 2023 Revision/CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2014;Counts;200;GSH 2023 Revision/CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2014;Counts;1;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2014;Counts;26;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2014;Counts;1;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2014;Counts;33;CTS
FIN;Finland;Europe;Northern Europe;Victims of intentional homicide;Female;2014;Counts;1;CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2014;Counts;0;GSH 2023 Revision/CTS
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Victims of intentional homicide;Female;2014;Counts;1;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2014;Counts;0;GSH 2023 Revision/CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2014;Counts;77;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Female;2014;Counts;5;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Female;2014;Counts;1;GSH 2023 Revision/CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;3;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2014;Counts;14;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Female;2014;Counts;51;CTS
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Female;2014;Counts;13;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2014;Counts;2;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Female;2014;Counts;8;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2014;Counts;2;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2014;Counts;1;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;1,688073394;GSH 2023 Revision
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;0;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Female;2014;Counts;301;CTS/NSO
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Female;2015;Counts;6;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2015;Counts;1;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;4;GSH 2023 Revision/CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;2;CTS/MoI
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;25;CTS
BTN;Bhutan;Asia;Southern Asia;Victims of intentional homicide;Female;2015;Counts;0;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2015;Counts;20;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2015;Counts;2;GSH 2023 Revision/CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;177;GSH 2023 Revision/CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2015;Counts;17;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;0;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2015;Counts;2;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;24;CTS
FIN;Finland;Europe;Northern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Female;2015;Counts;28;CTS/MoI
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Victims of intentional homicide;Female;2015;Counts;15;CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2015;Counts;0;GSH 2023 Revision/CTS
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2015;Counts;0;GSH 2023 Revision/CTS
