UNODC;unodc_ddds@un.org;;;;;;;;
27/03/2023;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Sex;Year;Unit of measurement;VALUE;Source
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;220;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2016;Counts;245;CTS
LIE;Liechtenstein;Europe;Western Europe;Victims of intentional homicide;Male;2016;Counts;0;CTS
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Male;2016;Counts;47;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Male;2016;Counts;2;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Male;2016;Counts;1;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;3247;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;0;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;3;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Male;2016;Counts;25;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Male;2016;Counts;7;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Male;2016;Counts;0;CTS
PAN;Panama;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;62;CTS
PER;Peru;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;242;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;10;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;5,56626506;GSH 2023 Revision
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;11;GSH 2023 Revision/CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;10;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;0;CTS
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Male;2016;Counts;406;CTS
URY;Uruguay;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;40;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Male;2016;Counts;1990;CTS/NSO
UZB;Uzbekistan;Asia;Central Asia;Victims of intentional homicide;Male;2016;Counts;129;CTS
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;6;CTS/NGO
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Male;2016;Counts;4;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;5;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Male;2017;Counts;17;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Male;2017;Counts;1;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;26;GSH 2023 Revision/CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;14;CTS/MoI
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;48;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;3;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Male;2017;Counts;75;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Male;2017;Counts;4;GSH 2023 Revision/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;115;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;2061;GSH 2023 Revision/CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2017;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;1;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Male;2017;Counts;32;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;2;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;4;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;154;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;122;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;17;CTS
FIN;Finland;Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;2;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Male;2017;Counts;58;CTS/MoI
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;53;CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;1;GSH 2023 Revision/CTS
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;3;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;4;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Male;2017;Counts;1;GSH 2023 Revision/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;1;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;21;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;1;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;18;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;223;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2017;Counts;181;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;4;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;13;CTS
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Male;2017;Counts;57;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;2;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;7;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;4406;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;1;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;1;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Male;2017;Counts;19;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Male;2017;Counts;12;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Male;2017;Counts;1;CTS
OMN;Oman;Asia;Western Asia;Victims of intentional homicide;Male;2017;Counts;3;CTS
PAN;Panama;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;59;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;16;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;6,246575342;GSH 2023 Revision
SGP;Singapore;Asia;South-eastern Asia;Victims of intentional homicide;Male;2017;Counts;1;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;6;GSH 2023 Revision/CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;3;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;16;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;0;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;71;NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Male;2017;Counts;324;CTS
URY;Uruguay;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;32;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Male;2017;Counts;2059;CTS/NSO
UZB;Uzbekistan;Asia;Central Asia;Victims of intentional homicide;Male;2017;Counts;103;CTS
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;2;CTS/NGO
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Male;2017;Counts;3;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;306;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;4;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Male;2018;Counts;9;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Male;2018;Counts;5;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;18;GSH 2023 Revision/CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;21;CTS/MoI
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;46;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;5;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Male;2018;Counts;78;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Male;2018;Counts;0;GSH 2023 Revision/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;128;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;2172;GSH 2023 Revision/CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2018;Counts;8;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;97;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Male;2018;Counts;35;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;4;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;4;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;139;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;166;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;21;CTS
FIN;Finland;Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;3;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Male;2018;Counts;62;CTS/MoI
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;52;CTS
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;2;GSH 2023 Revision/CTS
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;10;CTS
GEO;Georgia;Asia;Western Asia;Victims of intentional homicide;Male;2018;Counts;7;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;11;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Male;2018;Counts;0;GSH 2023 Revision/CTS
HND;Honduras;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;579;CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;3;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Male;2018;Counts;0;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;5;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;16;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;161;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2018;Counts;223;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;2;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;12;CTS
LKA;Sri Lanka;Asia;Southern Asia;Victims of intentional homicide;Male;2018;Counts;61;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;5;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;1;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;5119;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;1;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;0;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Male;2018;Counts;18;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Male;2018;Counts;10;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Male;2018;Counts;1;CTS
OMN;Oman;Asia;Western Asia;Victims of intentional homicide;Male;2018;Counts;0;CTS
PAN;Panama;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;52;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Male;2018;Counts;14;CTS
PRI;Puerto Rico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;72;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;2,025;GSH 2023 Revision
SGP;Singapore;Asia;South-eastern Asia;Victims of intentional homicide;Male;2018;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;467;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;4;GSH 2023 Revision/CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;1;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Male;2018;Counts;4;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;1;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;93;NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Male;2018;Counts;274;CTS
URY;Uruguay;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;75;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Male;2018;Counts;1855;CTS/NSO
UZB;Uzbekistan;Asia;Central Asia;Victims of intentional homicide;Male;2018;Counts;74;CTS
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;6;CTS/NGO
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Male;2018;Counts;4;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;260;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;0;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Male;2019;Counts;17;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Male;2019;Counts;3;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;16;GSH 2023 Revision/CTS
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;4;CTS
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;41;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;6;CTS
BTN;Bhutan;Asia;Southern Asia;Victims of intentional homicide;Male;2019;Counts;1;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Male;2019;Counts;73;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Male;2019;Counts;1;GSH 2023 Revision/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;117;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;2223;GSH 2023 Revision/CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;94;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2019;Counts;2;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Male;2019;Counts;20;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;2;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;5;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;150;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;186;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;21;CTS
EST;Estonia;Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;2;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Male;2019;Counts;70;CTS/MoI
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;1;GSH 2023 Revision/CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;11;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Male;2019;Counts;0;GSH 2023 Revision/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;1;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Male;2019;Counts;3;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;1;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;17;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;195;CTS
JOR;Jordan;Asia;Western Asia;Victims of intentional homicide;Male;2019;Counts;4;MNS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2019;Counts;131;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;4;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;8;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;6;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;2;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;5379;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;1;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;2;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Male;2019;Counts;0;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Male;2019;Counts;10;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Male;2019;Counts;1;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Male;2019;Counts;11;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;2,460674157;GSH 2023 Revision
SGP;Singapore;Asia;South-eastern Asia;Victims of intentional homicide;Male;2019;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;352;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;6;GSH 2023 Revision/CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;1;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Male;2019;Counts;11;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;1;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;74;NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Male;2019;Counts;236;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Male;2019;Counts;1829;CTS/NSO
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;1;CTS/NGO
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Male;2019;Counts;1;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;326;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;2;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Male;2020;Counts;12;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Male;2020;Counts;2;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;15;GSH 2023 Revision/CTS
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;2;CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;19;CTS/MoI
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;20;CTS
BRA;Brazil;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;16754;DATASUS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;9;CTS
BTN;Bhutan;Asia;Southern Asia;Victims of intentional homicide;Male;2020;Counts;1;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Male;2020;Counts;90;GSH 2023 Revision/CTS
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Male;2020;Counts;3;GSH 2023 Revision/CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;139;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;2241;GSH 2023 Revision/CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;99;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2020;Counts;2;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Male;2020;Counts;20;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;1;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;5;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;149;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;204;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;13;CTS
EST;Estonia;Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;2;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Male;2020;Counts;64;CTS/MoI
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;2;GSH 2023 Revision/CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;21;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Male;2020;Counts;2;GSH 2023 Revision/CTS
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;3;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Male;2020;Counts;1;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;1;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;12;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;211;CTS
JOR;Jordan;Asia;Western Asia;Victims of intentional homicide;Male;2020;Counts;5;MNS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Male;2020;Counts;233;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;3;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;8;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;1;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;2;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;5044;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;1;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;1;CTS
MNG;Mongolia;Asia;Eastern Asia;Victims of intentional homicide;Male;2020;Counts;5;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Male;2020;Counts;8;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Male;2020;Counts;0;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Male;2020;Counts;10;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;5,460674157;GSH 2023 Revision
RUS;Russian Federation;Europe;Eastern Europe;Victims of intentional homicide;Male;2020;Counts;458;CTS/GSH 2023 Revision
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;177;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;3;GSH 2023 Revision/CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;6;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Male;2020;Counts;3;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Male;2020;Counts;0;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;48;NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Male;2020;Counts;247;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Male;2020;Counts;2395;CTS/NSO
