UNODC;unodc_ddds@un.org;;;;;;;;;;;
06/06/2022;;;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source
LTU;Lithuania;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;189;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;312;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;158;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;159;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;189;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;3;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;3;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;0;CTS
MAR;Morocco;Africa;Northern Africa;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;5;CTS
MAR;Morocco;Africa;Northern Africa;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;5;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;30;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;30;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;39;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;39;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;24;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;24;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;40;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;40;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;6;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Counts;0;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;15;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Counts;0;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;17;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;0;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;14;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;0;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;194;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Counts;12;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;351;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;0;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;297;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;3;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;407;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;3;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;8;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;4;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;2;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;3;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;3;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;5;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;5;CTS
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;412;CTS
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;909;CTS
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;1239;CTS
NOR;Norway;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;852;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;45;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;64;CTS
NZL;New Zealand;Oceania;Australia and New Zealand;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;62;CTS
PAN;Panama;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;656;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;117;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;95;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;152;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;111;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;187;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;128;CTS
PER;Peru;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;69;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;18;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;11;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;17;CTS
PHL;Philippines;Asia;South-eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;9;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;2828;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;580;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;1997;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;1927;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;3490;CTS
POL;Poland;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;13615;CTS
PRY;Paraguay;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;0;CTS
PRY;Paraguay;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;916;CTS
ROU;Romania;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;241;CTS
ROU;Romania;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;222;CTS
ROU;Romania;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;363;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;1041;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Counts;697;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;1219;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Counts;557;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;648;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;513;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;697;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;609;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;841;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;743;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;1047;CTS
RUS;Russian Federation;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;944;CTS
SAU;Saudi Arabia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;212;CTS
SAU;Saudi Arabia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;23;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;20;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;2;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;29;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;17;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;39;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;22;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;38;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;17;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;28;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Counts;1;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;61;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Counts;3;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;60;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;5;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;52;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;4;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;44;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;70;CTS
SRB;Serbia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;3;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;3;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;2;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;2;CTS
SUR;Suriname;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;7;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;66;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Counts;9;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;54;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Counts;6;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;162;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;160;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;242;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;236;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;341;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;321;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;292;CTS
SVK;Slovakia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;284;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;72;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;69;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;110;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;187;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;138;CTS
SVN;Slovenia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;134;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Counts;2454;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Counts;738;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Counts;1897;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Counts;488;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Counts;1337;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Counts;510;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Counts;2751;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Counts;632;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Counts;1791;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Counts;687;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Counts;2696;CTS
SWE;Sweden;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Counts;1128;CTS
ALB;Albania;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,242170624;CTS
ALB;Albania;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,173224544;CTS
ALB;Albania;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,138688128;CTS
ALB;Albania;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,104067838;CTS
ALB;Albania;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,173556091;CTS
AND;Andorra;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
AND;Andorra;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;2,597503799;CTS
AND;Andorra;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0;CTS
AND;Andorra;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;1,296243486;CTS
ARE;United Arab Emirates;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0;CTS
ARE;United Arab Emirates;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0;CTS
ARM;Armenia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0;CTS
ARM;Armenia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,034181502;CTS
ARM;Armenia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
ARM;Armenia;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0;CTS
AUT;Austria;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;7,830982476;CTS
AUT;Austria;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;8,390115899;CTS
AUT;Austria;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;13,18130149;CTS
AUT;Austria;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;18,77140957;CTS
AZE;Azerbaijan;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,010157114;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;10,45340415;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0,008911683;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;10,74599056;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0,062013136;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;11,22912011;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0,475586264;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;13,03005529;CTS
BEL;Belgium;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;1,147135244;CTS
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,999697667;CTS
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,363526424;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0;CTS
BTN;Bhutan;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0;CTS
CAN;Canada;Americas;Northern America;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;10,91846987;CTS
CAN;Canada;Americas;Northern America;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;12,15766054;CTS
CAN;Canada;Americas;Northern America;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;17,4807194;CTS
CAN;Canada;Americas;Northern America;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;17,75286901;CTS
CHE;Switzerland;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;5,038102154;CTS
CHE;Switzerland;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;5,000050717;CTS
CHE;Switzerland;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;6,847373465;CTS
CHE;Switzerland;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;8,351304668;CTS
CHE;Switzerland;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;15,76001753;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;1,878678006;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,676757207;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;1,628476143;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;1,067853208;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;1,830937944;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;1,03946621;CTS
